,tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source,gps
5400,"#Newspaper must use as #toiletpaper
चीन अब इंडिया में शिक्षित लोगो का ब्रेन वाश  न्यूज पेपर के अर्टिकल से कर रहा है… https://t.co/qeJ0GHmtyl",1.2602959088325632e+18,Manish Mohan,"Mumbai, India","{'type': 'Point', 'coordinates': [72.8764, 19.0627]}",2020-05-12,2.0,"{'type': 'Point', 'coordinates': [19.0627, 72.8764]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",Instagram,"[19.17414, 72.874244]"
5444,"It’s Charmin //
#adrianemorales
.
.
.
#location
#nashville 
#tennessee
#muse evelynvinyl
.
.
.
#dazed #aem… https://t.co/y0HbKvwcTR",1.259979241082536e+18,adrianemorales,"Nashville, TN","{'type': 'Point', 'coordinates': [-86.7837, 36.1651]}",2020-05-11,0.0,"{'type': 'Point', 'coordinates': [36.1651, -86.7837]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='00ab941b685334e3', url='https://api.twitter.com/1.1/geo/id/00ab941b685334e3.json', place_type='city', name='Nashville', full_name='Nashville, TN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]]), attributes={})",Instagram,"[36.20000805, -86.791549]"
5491,The shortage must be over when @costcocanada has #toiletpaper on sale!!  #Covid19 https://t.co/b3284tWvHv,1.2599486101727273e+18,"Derek deLouché, CFRE","Ottawa, ON",,2020-05-11,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='38d5974e82ed1a6c', url='https://api.twitter.com/1.1/geo/id/38d5974e82ed1a6c.json', place_type='city', name='Ottawa', full_name='Ottawa, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-76.353876, 44.961937], [-75.246407, 44.961937], [-75.246407, 45.5356446], [-76.353876, 45.5356446]]]), attributes={})",Twitter for iPhone,"[45.248790799999995, -75.8001415]"
5492,https://t.co/AMP0QdvRUq #toiletpaper,1.259947677107794e+18,Lesley Looper,"North Carolina, USA",,2020-05-11,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='bced47a0c99c71d0', url='https://api.twitter.com/1.1/geo/id/bced47a0c99c71d0.json', place_type='city', name='Durham', full_name='Durham, NC', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.0075886, 35.866334], [-78.783292, 35.866334], [-78.783292, 36.115631], [-79.0075886, 36.115631]]]), attributes={})",Twitter for iPhone,"[35.9909825, -78.8954403]"
5516,"#toiletpaper #cleaningService 
#Shipping 
We now are talking orders for cleaning products, Toilet Paper.... For shi… https://t.co/xxo1ETAPLX",1.2599239578531594e+18,AM Cleaning and Supplies,"Ann Arbor, MI",,2020-05-11,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='96683cc9126741d1', url='https://api.twitter.com/1.1/geo/id/96683cc9126741d1.json', place_type='country', name='United States', full_name='United States', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-179.231086, 13.182335], [179.859685, 13.182335], [179.859685, 71.434357], [-179.231086, 71.434357]]]), attributes={})",Twitter for Android,"[42.308346, 0.3142995000000042]"
5585,OMG found this AND toilet paper. #breadflour #baking #breadmaking #toiletpaper #tp #gold @ Fred Meyer https://t.co/x70nuh6uc0,1.259532377963008e+18,Spencer Hughes,Everywhere,"{'type': 'Point', 'coordinates': [-123.12409861, 47.22992075]}",2020-05-10,0.0,"{'type': 'Point', 'coordinates': [47.22992075, -123.12409861]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='017fbe104029934f', url='https://api.twitter.com/1.1/geo/id/017fbe104029934f.json', place_type='city', name='Shelton', full_name='Shelton, WA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-123.221681, 47.1720388], [-123.026184, 47.1720388], [-123.026184, 47.291156], [-123.221681, 47.291156]]]), attributes={})",Instagram,"[47.2315974, -123.1239325]"
5587,"Happy #mothersday2020 during #shelterinplace #love #flowers #coffee #chocolate #toiletpaper @ San Francisco, Califo… https://t.co/Q9QnhFpqB1",1.259529510833152e+18,Planet Grape,San Francisco,"{'type': 'Point', 'coordinates': [-122.419, 37.7793]}",2020-05-10,0.0,"{'type': 'Point', 'coordinates': [37.7793, -122.419]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='5a110d312052166f', url='https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', place_type='city', name='San Francisco', full_name='San Francisco, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]), attributes={})",Instagram,"[37.7706565, -122.4359785]"
5589,I bought #toiletpaper today....success!!!,1.259527803524903e+18,Ian Bowers,"Atascadero, CA",,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='2bd8aff9ffdbc99a', url='https://api.twitter.com/1.1/geo/id/2bd8aff9ffdbc99a.json', place_type='city', name='Atascadero', full_name='Atascadero, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-120.726857, 35.437843], [-120.618411, 35.437843], [-120.618411, 35.534478], [-120.726857, 35.534478]]]), attributes={})",Twitter for iPhone,"[35.486160500000004, -120.67263399999999]"
5617,"Who Gives A Crap #toiletpaper
https://t.co/8dgZ1T5Rte",1.259493103704191e+18,Bek I. Mortality,Twixt The Swamp & The Sea/RSW,,2020-05-10,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='fbd1502e5edce6bf', url='https://api.twitter.com/1.1/geo/id/fbd1502e5edce6bf.json', place_type='city', name='Cape Coral', full_name='Cape Coral, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-82.069567, 26.531814], [-81.9041014, 26.531814], [-81.9041014, 26.741146], [-82.069567, 26.741146]]]), attributes={})",Twitter for iPhone,"[26.636480000000002, -81.9868342]"
5636,Remember using toiletpaper rolls and dryer sheets for blow tubes? Sweet.,1.2592660445033925e+18,Mike Milo,,,2020-05-09,3.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='e444ecd51bd16ff3', url='https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', place_type='city', name='Cincinnati', full_name='Cincinnati, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]), attributes={})",Twitter for iPhone,"[39.13703785, -84.5398123]"
5645,#coronavirus #trumpvirus #socialdistancing #infection #covid_19 #masks #sanitizers #toiletpaper #dealer… https://t.co/nHNOx2SUny,1.2592633500574474e+18,Richard Codor,,,2020-05-09,3.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='011add077f4d2da3', url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', place_type='city', name='Brooklyn', full_name='Brooklyn, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]), attributes={})",Twitter for Android,"[40.655138, -73.9487755]"
5662,"@RealCandaceO Great substitute for #toiletpaper
#Sellout #candaceIsAJoke",1.259240626916397e+18,Brad farmer,seffner ,,2020-05-09,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='1c8f1d0ca53ff6fb', url='https://api.twitter.com/1.1/geo/id/1c8f1d0ca53ff6fb.json', place_type='city', name='Seffner', full_name='Seffner, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-82.290128, 27.9784943], [-82.256856, 27.9784943], [-82.256856, 28.019497], [-82.290128, 28.019497]]]), attributes={})",Twitter for iPhone,"[27.99899565, -82.273492]"
5677,"Happy Day, Happy Bum! 🍑 

@WhoGivesACrapTP #WhoGivesACrap #WhoGivesACrapTP #ToiletPaper 🧻 https://t.co/V2QL1UvvUI",1.2592315934340997e+18,𝙈𝙞𝙘𝙝𝙚𝙡𝙚 𝙂 𝘼𝙡𝙡𝙚𝙣,"Attleboro, MA",,2020-05-09,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='51f91ee83c9a8b40', url='https://api.twitter.com/1.1/geo/id/51f91ee83c9a8b40.json', place_type='city', name='Attleboro', full_name='Attleboro, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-71.381702, 41.8932], [-71.206616, 41.8932], [-71.206616, 41.985356], [-71.381702, 41.985356]]]), attributes={})",Twitter for iPhone,"[41.939278, -71.29415900000001]"
5700,"@GabrielBerlin https://t.co/fdI0rrvceH

Finde gerade nicht ""meinen"" Artikel, der noch stärker auf die logistischen… https://t.co/eHwlvShDE0",1.259199896864858e+18,booldog,Berlin,"{'type': 'Point', 'coordinates': [13.45402394, 52.51473999]}",2020-05-09,1.0,"{'type': 'Point', 'coordinates': [52.51473999, 13.45402394]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='3078869807f9dd36', url='https://api.twitter.com/1.1/geo/id/3078869807f9dd36.json', place_type='city', name='Berlin', full_name='Berlin, Germany', country_code='DE', country='Germany', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[13.088304, 52.338079], [13.760909, 52.338079], [13.760909, 52.675323], [13.088304, 52.675323]]]), attributes={})",Tweetbot for iΟS,"[52.506701, 13.4246065]"
5739,The best toilet paper?  I say charmin’s.  Never poked open on me once. Nice embossed texture that helps with the wi… https://t.co/aQYxtwsagA,1.2588819523979756e+18,lelandwong,San Francisco,,2020-05-08,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='5a110d312052166f', url='https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', place_type='city', name='San Francisco', full_name='San Francisco, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]), attributes={})",Twitter for iPhone,"[37.7706565, -122.4359785]"
5741,Our local grocery store FINALLY got toilet paper back in stock for the first time since the pandemic started. Can’t… https://t.co/YSfHGiJHxh,1.2588813310663598e+18,ցíղցҽɾ ՏղɑԹՏ,Los Angeles,"{'type': 'Point', 'coordinates': [-118.2445, 34.0564]}",2020-05-08,1.0,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Instagram,"[34.0207895, -118.4119065]"
5760,"Remembering the good old days of early quarantine.. 
#PushUpChallenge #TigerKingNetflix #ToiletPaper #TakeMeBack https://t.co/hYyhqbAcrp",1.2588592084364124e+18,Karen Tran,"Los Angeles, CA",,2020-05-08,9.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for iPhone,"[34.0207895, -118.4119065]"
5779,"Legit question..
#MurderHornets #toiletpaper https://t.co/4FqvuwVSWl",1.2588241706721935e+18,Kim,"Columbia, South Carolina, USA",,2020-05-08,6.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='189ef793a6dbbfc8', url='https://api.twitter.com/1.1/geo/id/189ef793a6dbbfc8.json', place_type='city', name='Irmo', full_name='Irmo, SC', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-81.257113, 34.04725], [-81.132587, 34.04725], [-81.132587, 34.170797], [-81.257113, 34.170797]]]), attributes={})",Twitter for iPhone,"[34.1090235, -81.19485]"
5817,"The Toilet Paper tRoll

#toiletpapertroll #toiletpaper #troll #quarantober #quarantobertoiletpaper #lowbrowart… https://t.co/ILCx0q6UCx",1.2585419126229524e+18,Joe Payton,"Houston, TX",,2020-05-07,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='1c69a67ad480e1b1', url='https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json', place_type='city', name='Houston', full_name='Houston, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]), attributes={})",Twitter for Android,"[29.8384948, -95.44648649999999]"
5824,"#coronavirus #alonetogether #flattenthecurve #toiletpaper 
Costco had a lot (a lot) of both items!!!! Limit 1 per m… https://t.co/d8y4CVIaVo",1.258535421631316e+18,Karlos Ulibarri,"Albuquerque, New Mexico","{'type': 'Point', 'coordinates': [-106.6506, 35.0873]}",2020-05-07,0.0,"{'type': 'Point', 'coordinates': [35.0873, -106.6506]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='813a485b26b8dae2', url='https://api.twitter.com/1.1/geo/id/813a485b26b8dae2.json', place_type='city', name='Albuquerque', full_name='Albuquerque, NM', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-106.7916912, 35.0158912], [-106.473745, 35.0158912], [-106.473745, 35.218114], [-106.7916912, 35.218114]]]), attributes={})",Instagram,"[35.1170026, -106.6327181]"
5831,#Toiletpaper Over is the ONLY way! 🤣 https://t.co/rQoAZ30XmQ,1.2585284548252672e+18,Candy Snead,"Cheyenne, WY",,2020-05-07,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='57d813fb534a4635', url='https://api.twitter.com/1.1/geo/id/57d813fb534a4635.json', place_type='city', name='South Greeley', full_name='South Greeley, WY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-104.82296, 41.0516412], [-104.797188, 41.0516412], [-104.797188, 41.116869], [-104.82296, 41.116869]]]), attributes={})",Twitter for Android,"[41.0842551, -104.81007399999999]"
5937,"We are at the point where local restaurants sell toilet paper rolls for $1.
#toiletpaper #covid_19 #kirkwoodatl… https://t.co/yBurKTcB8e",1.2581713605154363e+18,ATL Vision Zero,"Atlanta, GA",,2020-05-06,4.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='0fbeae692f955000', url='https://api.twitter.com/1.1/geo/id/0fbeae692f955000.json', place_type='poi', name='Urban Pie', full_name='Urban Pie', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-84.32186124438131, 33.75133608416934], [-84.32186124438131, 33.75133608416934], [-84.32186124438131, 33.75133608416934], [-84.32186124438131, 33.75133608416934]]]), attributes={})",Twitter for Android,"[33.75133608416934, -84.32186124438131]"
5947,"Murder Hornets just popping in, &amp; don't even call first. Rude 🤔🐝 #murderhornets #bees #toiletpaper #stayhome  #lbny… https://t.co/4OXC3x6O1m",1.2581672684433367e+18,Barrier Tees,"Long Beach, NY",,2020-05-06,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='07d9f816f0c83001', url='https://api.twitter.com/1.1/geo/id/07d9f816f0c83001.json', place_type='poi', name='Long Beach, New York', full_name='Long Beach, New York', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.64951920014467, 40.58446273370649], [-73.64951920014467, 40.58446273370649], [-73.64951920014467, 40.58446273370649], [-73.64951920014467, 40.58446273370649]]]), attributes={})",Twitter for Android,"[40.58446273370649, -73.64951920014467]"
5972,Free #toiletpaper with purchase! https://t.co/p6NZDLC9Ge,1.2581491212922184e+18,CS Hubscher,"Leesburg, VA",,2020-05-06,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='594ec79d61a7f536', url='https://api.twitter.com/1.1/geo/id/594ec79d61a7f536.json', place_type='city', name='Leesburg', full_name='Leesburg, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-77.6024144, 39.0676054], [-77.503682, 39.0676054], [-77.503682, 39.136067], [-77.6024144, 39.136067]]]), attributes={})",Twitter for iPhone,"[39.101836199999994, -77.5530482]"
6019,Guess people now stocking up #toiletpaper for the #MurderHornets https://t.co/krrzvEwUnB,1.2578161488647946e+18,😎Andre’🤓🇺🇸,,,2020-05-05,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='07d9db49d4082000', url='https://api.twitter.com/1.1/geo/id/07d9db49d4082000.json', place_type='poi', name='Winn-Dixie', full_name='Winn-Dixie', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-81.7288925923557, 25.951972487468453], [-81.7288925923557, 25.951972487468453], [-81.7288925923557, 25.951972487468453], [-81.7288925923557, 25.951972487468453]]]), attributes={})",Twitter for iPhone,"[25.951972487468453, -81.7288925923557]"
6061,I’m feeling confident with this inventory that things are somewhat going back to normal.  #COVID19 #toiletpaper… https://t.co/XJPbvdo1R9,1.2577834288896942e+18,MAR JENNINGS,CT/NY/LA/Palm Beach,,2020-05-05,9.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='223bb92875fd221a', url='https://api.twitter.com/1.1/geo/id/223bb92875fd221a.json', place_type='city', name='Westport', full_name='Westport, CT', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.388984, 41.094742], [-73.296065, 41.094742], [-73.296065, 41.194542], [-73.388984, 41.194542]]]), attributes={})",Twitter for iPhone,"[41.144642, -73.3425245]"
6090,"I FOUND GOLD!!
#ToiletPaper https://t.co/aUyTo5JS4L",1.2577629135169946e+18,{~CaptainVG313~},United States of America,,2020-05-05,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='07d9c94d46488001', url='https://api.twitter.com/1.1/geo/id/07d9c94d46488001.json', place_type='poi', name='Target', full_name='Target', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-81.82494668408846, 30.199115109821854], [-81.82494668408846, 30.199115109821854], [-81.82494668408846, 30.199115109821854], [-81.82494668408846, 30.199115109821854]]]), attributes={})",Twitter for Android,"[30.199115109821854, -81.82494668408846]"
6134,Shoutout to sushimakiofkendall for the 🧻 with my 🍣 order!!! 🙌🏻 I really miss sushi nights with fede_barber09 but go… https://t.co/9rWbSWOtNu,1.2574451485203374e+18,Ofelia,My Ami,"{'type': 'Point', 'coordinates': [-80.38046315, 25.68704629]}",2020-05-04,1.0,"{'type': 'Point', 'coordinates': [25.68704629, -80.38046315]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='9b46dccb3cfb880c', url='https://api.twitter.com/1.1/geo/id/9b46dccb3cfb880c.json', place_type='city', name='Kendall', full_name='Kendall, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.3893437, 25.628844], [-80.304896, 25.628844], [-80.304896, 25.7151276], [-80.3893437, 25.7151276]]]), attributes={})",Instagram,"[25.6719858, -80.34711985]"
6170,"#thestruggleisreal #toiletpaper
#corona19 #quarantinehumor #jokes #darkmemes #darkhumormemes #darkhumor #funnyshit… https://t.co/Z8jKP5Nj1q",1.257423148334682e+18,maxziegfeld,"North Hollywood, Los Angeles","{'type': 'Point', 'coordinates': [-118.378, 34.1722]}",2020-05-04,0.0,"{'type': 'Point', 'coordinates': [34.1722, -118.378]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Instagram,"[34.0207895, -118.4119065]"
6175,"Incredible, there are people like this in the world. 😢 #to #toiletpaper #covid19  #memes #meme #covidmemes @ Lake R… https://t.co/6hFmN8HOal",1.257420872211628e+18,Dan Osorio,"New York, USA","{'type': 'Point', 'coordinates': [-73.113, 40.8297]}",2020-05-04,0.0,"{'type': 'Point', 'coordinates': [40.8297, -73.113]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='fd0577aebe535596', url='https://api.twitter.com/1.1/geo/id/fd0577aebe535596.json', place_type='city', name='Lake Ronkonkoma', full_name='Lake Ronkonkoma, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.148606, 40.806886], [-73.081839, 40.806886], [-73.081839, 40.854157], [-73.148606, 40.854157]]]), attributes={})",Instagram,"[40.8305215, -73.1152225]"
